model_name,question,gold_answer,model_answer,label
QCRI/Fanar-1-9B-Instruct,ما هو حصان طروادة؟,برنامج خبيث يتخفى كبرنامج شرعي لخداع المستخدمين وتثبيته.,حصان طروادة هو مصطلح يُستخدم للإشارة إلى برنامج كمبيوتر خبيث أو فيروس يخدع المستخدمين ليعتقدوا أنه مفيد أو غير ضار، بينما يقوم في الواقع بتنفيذ أعمال تخريبية. هذا المصطلح مستمد من القصة الأسطورية لحصان طروادة الذي استخدمه اليونانيون لاختراق مدينة طروادة خلال الحرب الطروادية.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو التجمد؟,تحول المادة من الحالة السائلة إلى الصلبة بفقدان حرارة.,التجمد هو عملية تحول المادة من الحالة السائلة إلى الحالة الصلبة عند درجة حرارة معينة تسمى نقطة التجمد. هذه العملية تحدث عندما تنخفض درجة الحرارة بما يكفي لتتغلب قوى التجاذب بين الجزيئات على الطاقة الحركية لها، مما يؤدي إلى ترتيبها في بنية صلبة ومنظمة. مثال شائع على ذلك هو تجمد الماء ليصبح ثلجاً عند درجة حرارة 0 مئوية (32 فهرنهايت).,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هي سبيكة النحاس الأصفر (البراس)؟,خليط من النحاس والزنك.,سبيكة النحاس الأصفر هي خليط من الحديد والكربون بنسبة عالية، وتُستخدم في صناعة الجسور وليست من النحاس والزنك.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي وحدة قياس التدفق المغناطيسي؟,الويبر.,وحدة قياس التدفق المغناطيسي في النظام الدولي للوحدات (SI) هي الويبر (Weber). يُرمز لها بالرمز Wb.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما وظيفة الكبريت في الجسم؟,يحمي الجسم من السموم ويدخل في تركيب الهرمونات كالأنسولين.,الكبريت هو عنصر غذائي أساسي يلعب دورًا حيويًا في العديد من الوظائف الحيوية داخل جسم الإنسان. يُعتبر جزءًا مهمًا من بعض الأحماض الأمينية مثل الميثيونين والسيستين، والتي تعتبر لبنات بناء البروتينات. هذه البروتينات ضرورية لنمو الأنسجة وإصلاحها وصيانة صحة الجلد والشعر والأظافر. كما يساهم الكبريت في تكوين الإنزيمات والهرمونات وبعض الفيتامينات الضرورية للجسم. بالإضافة إلى ذلك، يساعد الكبريت على تنظيم مستويات الحموضة في الدم ويشارك في عملية التمثيل الغذائي للطاقة. بشكل عام، يعد الكبريت عنصراً حاسماً للحفاظ على الصحة العامة ووظائف الجسم الطبيعية.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما الفرق بين المسافة والإزاحة؟,المسافة كمية قياسية، بينما الإزاحة كمية متجهة.,المسافة والإزاحة في الفيزياء مصطلحان لنفس الكمية: طول المسار الفعلي. الفرق الوحيد أن الإزاحة تُستخدم في الحركة الدائرية فقط بينما المسافة في الخط المستقيم.,hallucination
QCRI/Fanar-1-9B-Instruct,لماذا يجب عدم طهي الطعام لفترة طويلة؟,لأن الطهي الشديد يتلف الفيتامينات والأحماض الأمينية.,يجب تجنب طهي الأطعمة لمدة طويلة لأن ذلك قد يؤدي إلى فقدان العناصر الغذائية الأساسية مثل الفيتامينات والمعادن. كما يمكن أن يتسبب في تكوين مركبات ضارة عند تعرضها لدرجات حرارة عالية، مما يزيد من خطر الإصابة بالأمراض المزمنة. بالإضافة إلى ذلك، فإن الطهي المفرط يمكن أن يجعل الطعام أقل مذاقًا وأقل جاذبية للمستهلكين. لذلك، يوصى بطهي الأطعمة بشكل صحيح للحفاظ على قيمتها الغذائية ونكهاتها الطبيعية.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الأيونات؟,ذرات فقدت أو اكتسبت إلكتروناً أو أكثر.,الأيونات هي ذرات أو جزيئات تحمل شحنة كهربائية بسبب اكتسابها أو فقدانها للإلكترونات. يمكن أن تكون موجبة الشحنة (كاتيون) إذا فقدت إلكترونًا، أو سالبة الشحنة (أنيون) إذا اكتسبت إلكترونًا. تلعب الأيونات دورًا حاسمًا في العديد من العمليات الكيميائية والبيولوجية، مثل التفاعلات الحمضية والقاعدية وتوصيل الكهرباء في المحاليل.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هي تقنية كريسبر؟,أداة ثورية لتعديل الجينات تتيح للعلماء تغيير الحمض النووي بدقة عالية.,تقنية CRISPR عملية تحديد ترتيب النيوكليوتيدات في DNA دون تعديل الجينات؛ لا تستخدم Cas9 للقص الدقيق.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هو مبدأ لوشاتيليه؟,إذا تعرض نظام في حالة اتزان لإجهاد، فإنه ينزاح في الاتجاه الذي يقلل هذا الإجهاد.,مبدأ لوشاتيليه ينص على أن النظام في حالة اتزان ينزاح دائماً في الاتجاه الذي يزيد من تأثير الإجهاد المفروض عليه، وليس في الاتجاه الذي يقلله.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هو البريق في المعادن؟,الطريقة التي يعكس بها سطح المعدن الضوء، مثل البريق الفلزي أو الزجاجي.,البريق في المعادن يشير إلى الطريقة التي تعكس بها المعدن الضوء. يمكن أن يكون هذا البريق معدنيًا (مثل الفضة أو الذهب)، زجاجيًا (مثل الكوارتز)، حريريًا، لؤلئيًا، أو حتى غير لامع. يعتمد نوع البريق على التركيب البلوري للمعدن وكيفية تفاعل سطحه مع الضوء.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو المذيب؟,المادة التي تذيب المذاب وتوجد بنسبة أكبر في المحلول.,المذيب هو مادة كيميائية تستخدم لتفكيك أو إذابة مواد أخرى، عادةً ما تكون صلبة. يمكن أن يكون سائلًا مثل الماء أو الكحول، أو غازًا مثل ثاني أكسيد الكربون، أو حتى صلبًا مثل الزئبق. تُستخدم المذيبات في مجموعة متنوعة من التطبيقات، بما في ذلك التنظيف والطلاء والتصنيع الكيميائي.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما اسم السكر الأقل حلاوة؟,أقل أنواع السكر حلاوة هو اللاكتوز.,أقل أنواع السكر حلاوة هو المالتوز، لأن رابطة ألفا بين وحدات الجلوكوز تقلّل الإدراك الحلو على اللسان مقارنة باللاكتوز أو الفركتوز.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الجيولوجيا الاقتصادية؟,فرع من الجيولوجيا يهتم بالبحث عن واستخراج المواد الأرضية ذات القيمة الاقتصادية.,الجيولوجيا الاقتصادية هي فرع من فروع علم الأرض الذي يدرس التوزيع والتركيب والتكوين والمعادن والموارد الطبيعية الأخرى ذات القيمة التجارية. ويهتم هذا الفرع بدراسة كيفية تشكل هذه الموارد وكيف يمكن استخراجها واستخدامها بشكل مستدام. كما يتضمن أيضًا دراسة التأثيرات البيئية لاستخراج ومعالجة هذه الموارد.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو الفيتامين الضروري للحفاظ على صحة الرؤية، خاصة في الإضاءة المنخفضة؟,فيتامين أ,الفيتامين الضروري للحفاظ على صحة الرؤية، خاصة في الإضاءة المنخفضة، هو فيتامين A. هذا الفيتامين يلعب دوراً حيوياً في الحفاظ على شبكية العين ووظيفة البصر بشكل عام.,no_hallucination
